date,store_id,region,sku_id,product_name,department,category,brand,stock_on_hand,stock_on_order,reorder_point,days_of_supply_est,recommended_action,priority,human_review_required,source_type,claim_boundary
2026-05-25,ST006,West,SKU00038,Personal Care Product 00038,Health_Beauty,Personal Care,Brand_18,2,1,3,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00005,Cleaning Product 00005,Household,Cleaning,Brand_06,31,10,11,32.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00143,Personal Care Product 00143,Health_Beauty,Personal Care,Brand_15,3,1,6,10.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00065,Cleaning Product 00065,Household,Cleaning,Brand_22,42,4,18,31.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00055,Skin Care Product 00055,Health_Beauty,Skin Care,Brand_03,21,9,10,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00078,Dairy Product 00078,Grocery,Dairy,Brand_06,13,1,5,52.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00048,Dairy Product 00048,Grocery,Dairy,Brand_10,35,12,17,40.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00007,Laundry Product 00007,Household,Laundry,Brand_16,6,5,5,11.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00111,Paper Goods Product 00111,Household,Paper Goods,Brand_15,1,2,4,4.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00125,Cleaning Product 00125,Household,Cleaning,Brand_22,21,12,15,19.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00018,Dairy Product 00018,Grocery,Dairy,Brand_25,12,3,7,25.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00039,Oral Care Product 00039,Health_Beauty,Oral Care,Brand_15,28,6,10,60.3,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00050,Cleaning Product 00050,Household,Cleaning,Brand_03,5,3,9,10.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00019,Pantry Product 00019,Grocery,Pantry,Brand_01,29,8,20,32.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00079,Pantry Product 00079,Grocery,Pantry,Brand_23,13,0,4,72.8,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00069,Oral Care Product 00069,Health_Beauty,Oral Care,Brand_08,3,14,18,3.5,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00046,Beverages Product 00046,Grocery,Beverages,Brand_15,12,7,6,33.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00103,Outdoor Product 00103,Seasonal,Outdoor,Brand_18,0,2,4,0.0,Urgent Reorder,High,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00075,Garden Product 00075,Seasonal,Garden,Brand_14,32,14,16,49.8,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00042,Small Devices Product 00042,Electronics,Small Devices,Brand_23,26,0,25,18.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00022,Laundry Product 00022,Household,Laundry,Brand_13,9,0,3,90.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00009,Oral Care Product 00009,Health_Beauty,Oral Care,Brand_09,4,3,5,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00040,Skin Care Product 00040,Health_Beauty,Skin Care,Brand_13,2,1,4,7.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00061,Beverages Product 00061,Grocery,Beverages,Brand_10,16,1,14,19.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00130,Skin Care Product 00130,Health_Beauty,Skin Care,Brand_23,6,9,9,11.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00150,Garden Product 00150,Seasonal,Garden,Brand_19,2,1,3,8.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00083,Personal Care Product 00083,Health_Beauty,Personal Care,Brand_06,4,0,3,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00134,Holiday Product 00134,Seasonal,Holiday,Brand_11,23,7,7,53.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00038,Personal Care Product 00038,Health_Beauty,Personal Care,Brand_18,7,2,3,65.3,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00057,Small Devices Product 00057,Electronics,Small Devices,Brand_11,10,0,11,14.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00054,Oral Care Product 00054,Health_Beauty,Oral Care,Brand_22,10,4,4,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00073,Outdoor Product 00073,Seasonal,Outdoor,Brand_20,1,5,5,3.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00050,Cleaning Product 00050,Household,Cleaning,Brand_03,13,6,6,40.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00087,Small Devices Product 00087,Electronics,Small Devices,Brand_26,49,5,15,72.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00135,Garden Product 00135,Seasonal,Garden,Brand_04,2,1,3,18.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00108,Dairy Product 00108,Grocery,Dairy,Brand_01,60,12,31,35.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00105,Garden Product 00105,Seasonal,Garden,Brand_13,15,0,7,42.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00023,Personal Care Product 00023,Health_Beauty,Personal Care,Brand_12,11,0,7,11.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00132,Small Devices Product 00132,Electronics,Small Devices,Brand_24,17,3,6,52.9,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00066,Paper Goods Product 00066,Household,Paper Goods,Brand_20,9,0,3,90.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00026,Accessories Product 00026,Electronics,Accessories,Brand_16,8,0,15,8.3,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00065,Cleaning Product 00065,Household,Cleaning,Brand_22,37,12,13,51.8,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00086,Accessories Product 00086,Electronics,Accessories,Brand_27,1,3,3,4.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00036,Paper Goods Product 00036,Household,Paper Goods,Brand_25,6,5,6,12.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00091,Beverages Product 00091,Grocery,Beverages,Brand_18,45,8,14,35.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00137,Snacks Product 00137,Grocery,Snacks,Brand_08,2,3,3,9.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00131,Accessories Product 00131,Electronics,Accessories,Brand_05,5,7,6,8.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00015,Garden Product 00015,Seasonal,Garden,Brand_22,9,0,5,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00143,Personal Care Product 00143,Health_Beauty,Personal Care,Brand_15,8,2,3,74.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00103,Outdoor Product 00103,Seasonal,Outdoor,Brand_18,8,3,7,22.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00062,Snacks Product 00062,Grocery,Snacks,Brand_16,1,2,3,7.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00067,Laundry Product 00067,Household,Laundry,Brand_19,23,7,7,64.4,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00098,Personal Care Product 00098,Health_Beauty,Personal Care,Brand_20,5,4,6,8.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00101,Accessories Product 00101,Electronics,Accessories,Brand_14,3,14,13,4.0,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00147,Small Devices Product 00147,Electronics,Small Devices,Brand_26,15,0,7,20.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00149,Holiday Product 00149,Seasonal,Holiday,Brand_24,6,1,3,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00082,Laundry Product 00082,Household,Laundry,Brand_16,9,14,12,15.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00138,Dairy Product 00138,Grocery,Dairy,Brand_09,83,31,28,68.4,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00141,Paper Goods Product 00141,Household,Paper Goods,Brand_08,12,1,4,42.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00069,Oral Care Product 00069,Health_Beauty,Oral Care,Brand_08,3,5,10,5.6,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00085,Skin Care Product 00085,Health_Beauty,Skin Care,Brand_21,23,3,7,71.6,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00124,Pantry Product 00124,Grocery,Pantry,Brand_17,20,13,12,43.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00093,Dairy Product 00093,Grocery,Dairy,Brand_17,13,3,5,40.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00037,Laundry Product 00037,Household,Laundry,Brand_06,1,3,4,2.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00011,Accessories Product 00011,Electronics,Accessories,Brand_05,9,2,5,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00008,Personal Care Product 00008,Health_Beauty,Personal Care,Brand_02,12,4,20,8.8,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00071,Accessories Product 00071,Electronics,Accessories,Brand_15,10,1,3,93.3,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST007,Prairie,SKU00064,Pantry Product 00064,Grocery,Pantry,Brand_19,14,5,5,49.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
